pipe_shr6090,ln_pipe
0.18201325833797455,0.157003715634346
0.07890764623880386,NA
0.12429405748844148,NA
0,NA
0.03554852306842804,NA
0.2242739349603653,NA
0,NA
0,NA
NA,NA
0.4804817736148834,NA
0.09335305541753768,-0.8675006031990051
0.6930869817733765,0.982078492641449
0.7993805408477783,1.774952411651611
0.24567750096321103,NA
NA,NA
NA,NA
NA,NA
0,NA
0.4313424229621887,NA
0.3799436092376709,NA
0,NA
0.08286985754966736,NA
0.25360825657844543,NA
NA,NA
NA,NA
NA,NA
0.2432379126548767,-0.2744368612766266
0,NA
0.05819935724139213,NA
0.02532007358968258,NA
0.6584157943725586,NA
0.1171802058815956,NA
0.37018057703971863,NA
0,NA
0.08324950188398361,NA
0.1482694298028946,NA
0,NA
0.5421500205993652,NA
0,NA
0,NA
0.05557329580187797,NA
0.27655428647994995,NA
0.7009332776069641,NA
0.21994014084339145,NA
0.43297287821769714,NA
0.7760124206542969,NA
0.4983570873737335,NA
0.6968052983283997,NA
0.30139732360839844,NA
0,NA
0.11296206712722778,NA
0,NA
0,NA
0,NA
0.6066797971725464,NA
0.8224857449531555,NA
0.08711110800504684,NA
0.1570557951927185,NA
0.31317993998527527,NA
NA,NA
0.19986525177955627,NA
0.5672860145568848,NA
NA,NA
0,NA
0.32606905698776245,NA
NA,NA
0,NA
0,NA
0.10317873954772948,NA
0,NA
0.09720759093761444,NA
0.3271869719028473,NA
0,NA
0.20875422656536105,NA
0,NA
0.2794279456138611,NA
0,NA
0.518889844417572,NA
0.3159821629524231,NA
0,NA
0,NA
0,NA
0.03145292028784752,NA
0,NA
NA,NA
0.14007391035556793,NA
0.02947913110256195,NA
0,NA
0,NA
NA,NA
0.7484115362167358,NA
0,NA
NA,NA
0,NA
0.20541508495807648,NA
0,NA
0,NA
0,NA
0.6111888289451599,NA
0.07697329670190811,NA
NA,NA
0.03912647813558578,NA
NA,NA
0,NA
0,NA
0.04625121876597404,NA
0,NA
0.1544424593448639,NA
0,NA
0.5181818604469299,NA
0,NA
0,NA
NA,NA
0.7412281036376953,NA
0.11396012455224992,NA
0.56952965259552,NA
0,NA
0.4744991064071655,NA
0,NA
0,NA
NA,NA
0,NA
0.8870987892150879,NA
0,NA
0,NA
0,NA
0.3626664876937866,NA
0,NA
0,NA
0,NA
0.364705890417099,NA
0.3282172679901123,NA
0.5328230857849121,NA
0,NA
0,NA
0.05124663561582565,NA
0.25804436206817627,NA
0,NA
0,NA
NA,NA
NA,NA
0.2578580677509308,NA
0.0480877049267292,NA
0,NA
0,NA
0.07859771698713303,NA
0.28481826186180115,NA
0.6054217219352722,NA
0,NA
0,NA
0.06502015888690948,NA
NA,NA
0,NA
0.0582551583647728,NA
0,NA
NA,NA
0,NA
0.29657649993896484,NA
0,NA
0.04321728646755218,1.7698546648025513
0.08666666597127914,NA
0,NA
0.20263823866844177,NA
0.49202394485473633,NA
0.0452674888074398,NA
NA,NA
NA,NA
0,NA
0.07450509071350098,NA
0,NA
0.4497166872024536,NA
0.243803933262825,NA
0.07901513576507568,NA
0.23788991570472717,NA
0.5908969044685364,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0.03751521185040474,NA
0,NA
0.5994375944137573,NA
0.4657861888408661,NA
0.14444445073604584,NA
0.6583431363105774,-0.12783338129520416
0.07631868124008179,NA
0,NA
0.03277060389518738,NA
0,NA
0.0325031466782093,NA
0,NA
0,NA
0,NA
0.3783231377601623,NA
0,NA
0.11124198883771896,NA
0,NA
0.09372980147600174,NA
0.04284823685884476,NA
NA,NA
0.4901167154312134,NA
0,NA
0,NA
NA,NA
0.02937626279890537,NA
0.2172936499118805,NA
0.19639205932617188,NA
0.04319651424884796,NA
0.12066662311553956,NA
0.3922381699085235,-0.3710636794567108
0,NA
0.10519452393054962,NA
0.4894698560237885,NA
0.03335416316986084,NA
0,NA
0.4129021763801574,NA
0.4550498127937317,NA
0,NA
0.6163901090621948,NA
0,NA
0.11276298016309738,NA
0.14254163205623627,NA
0.46962806582450867,NA
0,NA
0.10277214646339417,NA
0,NA
0,NA
0,NA
0.4628715217113495,NA
0.3270212709903717,NA
0,NA
0.04178950563073158,NA
0.1927829086780548,NA
0.110722616314888,NA
0,NA
0.2260265946388245,NA
0,NA
0.29046422243118286,NA
0.18817204236984253,NA
0,NA
0.5333918333053589,NA
0.08311710506677628,NA
0.2707903981208801,NA
0.05463694408535957,NA
0.5006849765777588,NA
0,NA
0,NA
0,NA
0,NA
NA,NA
0,NA
0,NA
0,NA
0,NA
0.03475440293550491,NA
0,NA
0,NA
0,NA
0,NA
0,NA
0.1901140660047531,NA
0,NA
0.0421094074845314,NA
0,NA
0,NA
0.6763476729393005,NA
0,NA
0,NA
0,NA
0.12678369879722595,NA
0.25427550077438354,NA
0,NA
0.47111913561820984,NA
0.18178722262382507,NA
NA,NA
0.08706677705049515,NA
0,NA
0,NA
0.01654594019055366,NA
0,NA
0,NA
0.2374105155467987,NA
0,NA
0,NA
0,NA
0.13510596752166748,NA
0,NA
0.06418609619140625,NA
0,NA
0.03466705232858658,NA
0.17896269261837006,NA
NA,NA
0,NA
0.31289270520210266,NA
0,NA
0,NA
0,NA
0,NA
0.33625733852386475,NA
0,NA
0.1036842167377472,NA
NA,NA
0,NA
0.5876524448394775,NA
0,NA
0,NA
0.456245481967926,NA
0,NA
0,NA
0.04159592464566231,NA
0,NA
0,NA
0,NA
NA,NA
0.1689167618751526,NA
0.16032417118549347,NA
0,NA
0,NA
0.02292079478502273,NA
0,NA
0,NA
0.1856818646192551,NA
0.08066023141145706,NA
0.06401091068983078,NA
0,NA
0.20814061164855957,NA
0.8504114151000977,NA
0,NA
0,NA
0,NA
0,NA
0.13252732157707214,NA
0,NA
0,NA
0,NA
NA,NA
0,NA
0.3505263328552246,NA
0,NA
0,NA
0.2608359158039093,NA
0.03675856441259384,NA
0,NA
0.8956010341644287,NA
0,NA
0,NA
0,NA
0.06068268045783043,NA
0.07468060404062271,NA
NA,NA
NA,NA
0,NA
0.8270089030265808,NA
0.16660647094249725,NA
0.03248984739184379,NA
0.03208019956946373,NA
0.2088364213705063,NA
0,NA
0,NA
0.359183669090271,NA
0,NA
0.6106442213058472,NA
0,NA
NA,NA
0.03359449282288551,NA
0,NA
0.3279816508293152,NA
0.7926384806632996,NA
0.2869626581668854,NA
0.9588302969932556,NA
0.10330015420913696,NA
0.8614842295646667,NA
0,NA
0,NA
0.02854583784937858,NA
NA,NA
0,NA
0.04899224638938904,NA
0.6855536103248596,NA
0.3029360771179199,NA
0.1396551877260208,NA
0,NA
0,NA
0,NA
0.11330179125070572,NA
0.1039889007806778,NA
0,NA
0.5930355787277222,NA
0.03118661232292652,NA
0,NA
0.03414180129766464,NA
0,NA
NA,NA
0.5595200061798096,NA
0,NA
NA,NA
NA,NA
0.5636115074157715,NA
0,NA
0.6156507134437561,NA
0.04301619157195091,NA
0.03485365584492683,NA
0.30631551146507263,NA
0.7836492657661438,NA
0,NA
0,NA
NA,NA
0.7084916234016418,NA
NA,NA
NA,NA
0.06183821707963943,NA
0.14237287640571594,NA
0.07242251932621002,NA
0.2177443653345108,NA
0.3047434389591217,NA
0.03001482412219047,NA
0.2227281928062439,NA
0,NA
NA,NA
0,NA
0,NA
0.16029520332813263,NA
0,NA
0.15716002881526947,NA
0.35484856367111206,NA
0,NA
0,NA
0.23907047510147095,NA
0.19942529499530792,NA
0.06276901066303253,NA
0,NA
0.7278974056243896,NA
0.03202765062451362,NA
0.1742919385433197,NA
0.7758620381355286,NA
0,NA
0.9222086668014526,NA
0,NA
0.06537052989006042,NA
0,NA
0.37460318207740784,NA
NA,NA
0.01588738150894642,NA
0,NA
0.2941085994243622,NA
0.2685532569885254,NA
0.5675675868988037,NA
0.5228780508041382,NA
0.4019166231155395,NA
0,NA
0.02167431265115738,NA
0,NA
0.22252747416496277,NA
0,NA
0.01821951195597648,NA
0.0829431489109993,NA
0,NA
0.6073059439659119,NA
0,NA
0.19153283536434176,NA
0.11546391993761064,NA
NA,NA
0.07471350580453873,NA
0,NA
NA,NA
0.46153849363327026,NA
0.4477216303348541,NA
NA,NA
0.21827588975429535,NA
NA,NA
0,NA
0.06415320187807083,NA
NA,NA
0.09578713774681091,NA
NA,NA
NA,NA
NA,NA
0,NA
0.06346749514341354,NA
NA,NA
NA,NA
0,NA
0,NA
0.12435897439718246,NA
0.2487228363752365,NA
NA,NA
0.06336554139852524,NA
NA,NA
0.5416200757026672,NA
0,NA
0,NA
0,NA
NA,NA
NA,NA
0.07955358177423477,NA
0.04573599994182587,NA
0.0733611211180687,NA
0.02807898446917534,NA
0,NA
0,NA
0.2942262589931488,NA
0,NA
0.07093840092420578,NA
0,NA
0.20601703226566315,NA
0,NA
0,NA
0.39006638526916504,NA
NA,NA
0,NA
NA,NA
NA,NA
0,NA
NA,NA
NA,NA
NA,NA
0,NA
NA,NA
0,NA
0,NA
NA,NA
0.2923569679260254,NA
0.27846765518188477,NA
0.1841237097978592,NA
0,NA
0.03659456968307495,NA
0,NA
0.4198198616504669,NA
0.5236100554466248,NA
0,NA
NA,NA
NA,NA
0.18931123614311215,NA
0.8180224299430847,NA
0.1533554047346115,NA
0.39347073435783386,NA
0,NA
0.8590909242630005,NA
0.22663834691047668,NA
0.05291451513767242,NA
0,NA
0,NA
NA,NA
0,NA
0,NA
0,NA
0.2487737089395523,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0.883465588092804,NA
0.05718649178743362,NA
0.03777589276432991,NA
0.01051748171448707,NA
NA,NA
0.5542147755622864,NA
0.2057409435510635,NA
NA,NA
NA,NA
0.155184805393219,NA
NA,NA
NA,NA
0.01407569646835327,NA
0.0586109384894371,NA
0,NA
0.1568627506494522,NA
0,NA
0.11054131388664246,NA
0.03260368853807449,NA
0.0535714291036129,NA
0.10372960567474364,NA
0.09745127707719804,NA
0,NA
0,NA
0,NA
0.4177808165550232,NA
0,NA
0,NA
0.01390638388693332,NA
0.02484043501317501,NA
NA,NA
0,NA
0.6959108710289001,NA
0,NA
0.3569711446762085,NA
NA,NA
NA,NA
0.0163876786828041,NA
NA,NA
0.1308601349592209,NA
0,0.8415671586990356
0,NA
0,NA
NA,NA
0.1682243049144745,NA
0.07602611929178238,NA
NA,NA
0,NA
NA,NA
0,NA
0.06900056451559067,NA
0,NA
0,NA
0.30207163095474243,NA
0.39965397119522095,NA
0,NA
NA,NA
0,NA
0.419200599193573,NA
0.8979940414428711,NA
0.09531250596046448,NA
0,NA
0.01370440144091844,NA
0.18297414481639865,NA
NA,NA
0.3049818277359009,NA
0.2857723534107208,NA
0.7372549176216125,NA
0,NA
0.04084600135684013,NA
0.2759316861629486,NA
0,NA
0,NA
0,NA
0.42722514271736145,NA
0,NA
0,NA
0,NA
0,NA
NA,NA
NA,NA
0,NA
0,NA
0.8031265735626221,NA
0,NA
0,NA
0,1.348073124885559
0.2597111165523529,NA
0.7695719003677368,NA
0,NA
0.24527586996555328,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0.01968844048678875,NA
0.6323878169059753,NA
0.7509415149688721,NA
0.30665212869644165,NA
0.5833333134651184,NA
0,NA
0.5859475135803223,NA
0.6009203791618347,NA
NA,NA
0,NA
NA,NA
NA,NA
0,NA
NA,NA
0,NA
0,NA
NA,NA
0,NA
NA,NA
0.14804565906524658,NA
0.5764462947845459,NA
0,NA
NA,NA
0.12576064467430115,NA
0.30574679374694824,NA
0,NA
0.6701552271842957,NA
0,NA
NA,NA
0.5721357464790344,NA
0.07135576754808426,NA
0.04650422185659408,NA
0.12078530341386796,NA
0.276924729347229,NA
0.0139869637787342,NA
0.36266177892684937,NA
0,NA
0.3865708410739898,NA
0.02199437282979488,NA
NA,NA
0,NA
0.07837965339422226,NA
0,NA
0.682756245136261,NA
0.07016068696975708,NA
NA,NA
0.03220339119434357,NA
0.6149479150772095,NA
0.1205877959728241,NA
0.38345223665237427,NA
0.22077921032905579,NA
NA,NA
0,NA
NA,NA
0,NA
0.6358209252357483,NA
0,NA
0.11912663280963898,NA
0.050975251942873,NA
0.3695955276489258,NA
0.711799144744873,NA
0,NA
NA,NA
0.3653635084629059,NA
NA,NA
0.5463933944702148,NA
0,NA
0.44528302550315857,NA
0.16363637149333954,NA
0.1651851385831833,NA
NA,NA
0,NA
0.10297011584043504,NA
0.12359128147363664,NA
NA,NA
0.3661382496356964,NA
NA,NA
0.8017221689224243,NA
NA,NA
0.7517155408859253,NA
0.1993548423051834,NA
0,NA
0.12878459692001343,NA
0.07263590395450592,NA
0.1014554798603058,NA
0,NA
NA,NA
0,NA
0.05122655257582664,NA
0.70804595947265625,NA
0,NA
NA,NA
0,NA
NA,NA
NA,NA
0.4236418306827545,NA
0,NA
0.10712530463933943,NA
0.25677230954170227,NA
0,NA
0,NA
0,NA
0.1394166499376297,NA
NA,NA
0,NA
0.874697744846344,NA
0,NA
NA,NA
NA,NA
0,NA
0.3772776126861572,NA
NA,NA
0.04559748619794845,NA
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
NA,NA
NA,NA
0,NA
0,NA
0,NA
NA,NA
NA,NA
0,NA
0,NA
NA,NA
0,NA
0,NA
NA,NA
0,NA
NA,NA
NA,NA
0,NA
NA,NA
NA,NA
0,NA
0,NA
0.08577753603458405,NA
0,NA
NA,NA
0,NA
NA,NA
0,NA
NA,NA
NA,NA
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0,NA
NA,NA
NA,NA
NA,NA
0,NA
NA,NA
0.41849228739738464,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0,NA
NA,NA
0,NA
0,NA
0.01727891154587269,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0,NA
0,NA
0,NA
0,NA
NA,NA
NA,NA
0,NA
0,NA
0.6588729023933411,NA
NA,NA
0,NA
0,NA
0,NA
0,NA
0,NA
0,NA
0.17673632502555847,NA
0,NA
NA,NA
NA,NA
0.09017182141542436,NA
NA,NA
0.01703091710805893,NA
0,NA
0,NA
0,NA
0.13496094942092896,NA
0.41648709774017334,NA
0.0680505707859993,NA
NA,NA
0,NA
0.02398465014994144,NA
0.06075949594378471,NA
0,NA
0.1470959633588791,NA
NA,NA
0.7556121349334717,NA
0,NA
0.12834709882736206,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
0.02730275131762027,NA
0,NA
0,NA
NA,NA
NA,NA
0.4422222375869751,NA
0,NA
0.430059552192688,NA
0,NA
0,NA
0.1026936024427414,NA
0,NA
0,NA
NA,NA
NA,NA
NA,NA
0,NA
0.13447196781635284,NA
0,NA
0,NA
0,NA
NA,NA
0,NA
0,NA
NA,NA
0,NA
0,NA
0.3213782012462616,NA
0,NA
0,NA
NA,NA
0.03301707655191421,NA
0.2932066023349762,NA
0,NA
NA,NA
0,NA
0,NA
NA,NA
NA,NA
0,NA
0,NA
0,NA
0.47087717056274414,NA
NA,NA
0,NA
NA,NA
0,NA
0,NA
0,NA
0,NA
0.04568817839026451,NA
NA,NA
0.4268991649150848,NA
NA,NA
0.03563474491238594,NA
0,NA
0.0144091211259365,NA
NA,NA
NA,NA
0,NA
0.17970964312553406,NA
0,NA
0,NA
0,NA
0.17608611285686493,NA
NA,NA
0.0776757225394249,NA
0,NA
0,NA
NA,NA
0,NA
0.33618828654289246,NA
0.0767718181014061,NA
0.24922360479831696,NA
0,NA
0,NA
0,NA
0,NA
0.10665534436702728,NA
0.07919825613498688,NA
0.10325150191783904,NA
NA,NA
NA,NA
0,NA
0,NA
0,NA
0.4240719676017761,0.3920421004295349
0.21621213853359225,NA
0,NA
0.08351423591375351,NA
0.02444283291697502,-2.1202635765075684
NA,-1.7719568014144895
NA,NA
NA,-2.6592600345611572
NA,-0.4620354771614074
NA,-1.5141277313232422
NA,NA
0,NA
0.02537731267511844,NA
0,NA
0,NA
0.04480286687612533,NA
0.04465226829051971,NA
NA,NA
0.28329116106033325,NA
0.1587238311767578,NA
NA,NA
0.34925004839897156,NA
0,NA
0.0321141816675663,NA
0.03496154770255089,NA
0,NA
0.05978260934352875,NA
0.12091295421123505,NA
0,NA
0,NA
0.06470106542110443,NA
0,NA
0.06475267559289932,NA
0.393472284078598,NA
0,NA
NA,NA
NA,NA
0.0343521423637867,NA
0,NA
0,NA
0.02741216123104095,NA
0,NA
0,NA
0.04743867367506027,NA
0.03563568741083145,NA
0,NA
NA,NA
NA,NA
0.43843457102775574,NA
0.03808394074440002,NA
0.11736111342906952,NA
0.28602999448776245,NA
0,NA
0.3790574371814728,NA
0,NA
0,NA
0.3867579698562622,NA
0.01179829053580761,NA
0.11295612901449203,NA
0.5761524438858032,NA
0.05137784034013748,NA
0.48914796113967896,NA
NA,NA
0.01878539472818374,NA
NA,NA
NA,NA
0.8327911496162415,NA
0,NA
0.0974576324224472,NA
0.04115226492285728,NA
NA,NA
0.10204025357961656,NA
0.583598256111145,NA
0.5063801407814026,NA
NA,NA
NA,NA
0.3966441154479981,NA
0.1921296268701553,NA
0,NA
0.4444261193275452,NA
0.46668586134910583,NA
0.3293050229549408,NA
NA,NA
0.4705096483230591,NA
NA,NA
0.9568000435829164,NA
0,NA
0.42739176750183105,NA
0.8539654612541199,NA
0.1504504531621933,NA
0.06312849372625351,NA
0.17927171289920807,NA
0.23885110020637512,NA
0.6130931377410889,NA
0,2.4664032459259033
0.06850998103618622,NA
NA,NA
0,NA
0.21664458513259888,NA
0.1586361676454544,NA
0.2892361581325531,0.07696107774972916
0.3851832747459411,NA
0.5517525672912598,NA
0.1075875088572502,NA
0.5015197396278381,NA
0,NA
0.11296791583299635,NA
0,NA
0.09711966663599014,NA
0,NA
0,NA
0.03506343811750412,NA
0.2914575934410095,NA
0,NA
NA,NA
0,NA
0.22890101373195648,NA
0,NA
0.24859943985939023,NA
0.9574822187423706,NA
0,NA
0,NA
0.42276400327682495,NA
0.13632747530937195,NA
0,NA
0,NA
0,NA
0.719527542591095,NA
0.46979519724845886,2.414126396179199
NA,NA
0.37473177909851074,NA
0.8969395160675049,4.554508209228516
0,NA
0.02900254912674427,NA
0,NA
0.16678647696971893,NA
NA,NA
0.20538778603076935,NA
0.1824784874916077,NA
0.5607799887657166,NA
0,NA
0.33475035429000854,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0.29942014813423157,NA
0,NA
NA,NA
0.01951084099709987,NA
0.1884058117866516,NA
0,NA
0,NA
0,NA
0,NA
0,NA
0.04533333331346512,NA
NA,NA
0.1098548024892807,NA
NA,NA
0,NA
0.03581349179148674,NA
0,NA
NA,NA
0,NA
0,NA
0.04149299114942551,NA
0.03837179392576217,NA
NA,NA
0.7378277778625488,NA
0,NA
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,NA
NA,NA
NA,NA
0,NA
0.4446602165699005,NA
NA,NA
0.4330647587776184,NA
0,NA
NA,NA
0,NA
0.3195260763168335,NA
0.9467381238937378,NA
0.8890821933746338,NA
0,NA
0,NA
NA,NA
0.04697917029261589,NA
0,NA
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0.24287304282188416,NA
0,NA
0.5261138677597046,NA
NA,NA
0.6780822277069092,NA
0.591039776802063,NA
0.6738433837890625,NA
NA,NA
NA,NA
0,NA
0.4786077439785004,NA
0.3388759195804596,NA
0.6258434653282166,NA
0,NA
0,NA
NA,NA
NA,NA
0,NA
0.25087106227874756,NA
0,NA
0,NA
0,NA
0,NA
NA,NA
0.7449494004249573,NA
NA,NA
NA,NA
NA,NA
0,NA
0,NA
0.11186113208532332,NA
NA,NA
NA,NA
0,NA
0,NA
NA,NA
NA,NA
0,NA
0,NA
0,NA
0.02470003068447113,NA
0.5332652926445007,NA
NA,NA
0.5872881412506104,NA
0.7561746835708618,NA
NA,NA
0,NA
0.22331002354621887,NA
0,NA
0.072064109146595,NA
0.06365570425987244,NA
NA,NA
0.44013646245002747,NA
0,NA
NA,NA
0.49424833059310913,NA
0,NA
0,NA
0,NA
NA,NA
NA,NA
NA,NA
0.596738338470459,NA
0.0855654776096344,NA
NA,NA
0,NA
0.8288118839263916,NA
NA,NA
0,NA
0,NA
0,NA
0.8213636875152588,NA
0.43718862533569336,NA
NA,NA
NA,NA
NA,NA
0.5149147510528564,NA
0,NA
NA,NA
0.4047619104385376,NA
0.5449963212013245,NA
0.35943397879600525,NA
0,NA
0.4968944191932678,NA
0,NA
0.6705653071403503,NA
0,NA
0.6595061421394348,NA
0,NA
NA,NA
NA,NA
0.10849057137966156,NA
0.28201061487197876,NA
0,NA
0,NA
0.14976957440376282,NA
0,NA
0.05947183072566986,NA
0,NA
NA,NA
NA,NA
NA,NA
0,NA
0,NA
NA,NA
0.6695846915245056,NA
NA,NA
NA,NA
NA,NA
0.07660765945911407,NA
NA,NA
0.4379453659057617,NA
0,NA
0.06020942702889442,NA
NA,NA
0.1981946676969528,NA
NA,NA
0,NA
NA,NA
NA,NA
0,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0.2460984438657761,NA
0,NA
0,NA
0,NA
0.732876718044281,NA
0,NA
0,NA
0,NA
0,NA
0.08718980848789215,NA
NA,NA
0,NA
NA,NA
0,NA
0,NA
NA,NA
0,NA
0,NA
0,NA
NA,NA
0,NA
0.09518970549106598,NA
0,NA
0,NA
0,NA
0,NA
0.4935064911842346,NA
0,NA
0,NA
0.4698318839073181,NA
NA,NA
0,NA
NA,NA
0,NA
0.08352075517177582,NA
0.5385794639587402,NA
NA,NA
NA,NA
NA,NA
NA,NA
0.11095870286226273,NA
0.294208288192749,NA
NA,NA
NA,NA
0.1493055522441864,NA
NA,NA
0,NA
0,NA
0.1118881180882454,NA
NA,NA
0.12006579339504242,NA
NA,NA
0,NA
NA,NA
0,NA
0,NA
0,NA
0,NA
0,NA
0,NA
0,NA
0,NA
0,NA
0.1961368173360825,NA
NA,NA
0,NA
0,NA
0.45227131247520447,NA
NA,NA
0.2063291072845459,NA
0.24679118394851685,NA
0.12079831957817078,NA
0.04733076319098472,NA
0,NA
0.22023151814937592,NA
0.156521737575531,NA
0,NA
0,NA
NA,NA
0.14875636994838717,NA
0,NA
0,NA
0.8016735315322876,NA
0,NA
0.7251883745193481,NA
0.05672727152705192,NA
NA,NA
NA,NA
0.20693036913871765,NA
0,NA
0.07123981416225433,NA
0.01608133502304554,NA
0,NA
0.3749805390834808,NA
NA,NA
0,NA
0,NA
0,NA
0,NA
0.9913564324378968,NA
0,NA
0,NA
0.7687843441963196,NA
NA,NA
NA,NA
NA,NA
